Time,P0PX,P0PY,P0PZ,P0RX,P0RY,P0RZ,P0LPX,P0LPY,P0LPZ,P0LRX,P0LRY,P0LRZ,P0RPX,P0RPY,P0RPZ,P0RRX,P0RRY,P0RRZ,P0M,P1PX,P1PY,P1PZ,P1RX,P1RY,P1RZ,P1LPX,P1LPY,P1LPZ,P1LRX,P1LRY,P1LRZ,P1RPX,P1RPY,P1RPZ,P1RRX,P1RRY,P1RRZ,P1M,P2PX,P2PY,P2PZ,P2RX,P2RY,P2RZ,P2LPX,P2LPY,P2LPZ,P2LRX,P2LRY,P2LRZ,P2RPX,P2RPY,P2RPZ,P2RRX,P2RRY,P2RRZ,P2M
23.89465,-9.640406,1.575632,-0.4318957,16.30123,239.9801,-0.0003406913,-10.00892,1.492079,-0.6784635,351.5366,214.8768,44.86467,-10.03928,1.527233,-0.5207701,328.6868,176.4938,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.90005,-9.643427,1.57503,-0.4270289,16.07722,239.9352,-0.0009835963,-10.01144,1.492079,-0.6739707,351.5366,214.7827,44.86467,-10.04204,1.527233,-0.5164254,328.6868,176.3818,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.1981,-9.7005,1.550708,-0.3486977,6.799994,238.2,0,-10.05683,1.492079,-0.5964794,351.5366,213.6768,44.86467,-10.08885,1.527233,-0.4419971,328.6868,175.3397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.90673,-9.646429,1.574432,-0.4221935,15.85464,239.8905,-0.001439585,-10.01388,1.492079,-0.6695952,351.5366,214.6714,44.86467,-10.04478,1.527233,-0.5121088,328.6868,176.2705,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.91218,-9.649825,1.573756,-0.4167235,15.60285,239.8401,-0.001737422,-10.01664,1.492079,-0.6646459,351.5366,214.5455,44.86467,-10.04788,1.527233,-0.5072255,328.6868,176.1446,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.91769,-9.652774,1.573168,-0.4119737,15.38421,239.7964,-0.001809524,-10.01903,1.492079,-0.6603482,351.5367,214.4362,44.86467,-10.05058,1.527233,-0.5029852,328.6868,176.0353,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.21478,-9.714138,1.538314,-0.3392243,1.799994,238.8,0,-10.06676,1.492079,-0.580641,351.5366,214.0768,44.86468,-10.0977,1.527233,-0.4259388,328.6868,175.7397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.92413,-9.655696,1.572586,-0.4072676,15.16757,239.7531,-0.001710352,-10.02141,1.492079,-0.6560898,351.5366,214.3278,44.86467,-10.05324,1.527233,-0.4987838,328.6868,175.927,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.93006,-9.659254,1.571877,-0.4015365,14.90377,239.7004,-0.001361024,-10.0243,1.492079,-0.6509042,351.5366,214.196,44.86467,-10.05649,1.527233,-0.4936676,328.6868,175.7951,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.23146,-9.72857,1.527,-0.3295336,357,239.2,-1.068682E-07,-10.07337,1.492079,-0.5686598,351.5367,213.4768,44.86467,-10.10593,1.527233,-0.4142902,328.6868,175.1397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.93683,-9.662262,1.571278,-0.3966908,14.68072,239.6559,-0.0008711137,-10.02675,1.492079,-0.6465197,351.5367,214.0844,44.86467,-10.05924,1.527233,-0.4893417,328.6868,175.6836,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.94282,-9.665947,1.570544,-0.3907554,14.40752,239.6015,-2.644489E-05,-10.02974,1.492079,-0.641149,351.5367,213.9478,44.86467,-10.0626,1.527233,-0.4840431,328.6868,175.547,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.94865,-9.6702,1.568136,-0.3855441,13.48479,239.4292,359.9899,-10.03262,1.492079,-0.6361904,351.5366,213.8664,44.86467,-10.06583,1.527233,-0.4788783,328.6868,175.5163,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.24813,-9.74486,1.516338,-0.3183193,352.2,238.6,0,-10.07473,1.492079,-0.5628769,351.5367,211.2768,44.86467,-10.1132,1.527233,-0.4098713,328.6868,172.9397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.95529,-9.67403,1.565933,-0.3808858,12.63983,239.2722,359.9831,-10.03546,1.492079,-0.6315341,351.5366,213.8442,44.86467,-10.06873,1.527233,-0.4742343,328.6868,175.4941,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.96103,-9.678764,1.56321,-0.3751287,11.59521,239.079,359.9779,-10.03897,1.492079,-0.6257796,351.5366,213.8167,44.86467,-10.07231,1.527233,-0.4684949,328.6868,175.4666,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.96672,-9.682895,1.560834,-0.3701062,10.68374,238.911,359.9764,-10.04203,1.492079,-0.6207592,351.5366,213.7927,44.86467,-10.07544,1.527233,-0.4634879,328.6868,175.4426,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.26482,-9.763664,1.506404,-0.3051496,347.4,236.4,0,-10.09095,1.492079,-0.5656364,351.5367,209.2768,44.86467,-10.13472,1.527233,-0.4140663,328.6868,170.9397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.97323,-9.686619,1.558692,-0.3655777,9.861912,238.76,359.9773,-10.04479,1.492079,-0.6162326,351.5366,213.7711,44.86467,-10.07825,1.527233,-0.4589734,328.6868,175.421,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.97892,-9.691227,1.556041,-0.3599739,8.845054,238.5737,359.9815,-10.0482,1.492079,-0.6106312,351.5366,213.7444,44.86467,-10.08174,1.527233,-0.4533868,328.6868,175.3943,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.98416,-9.695085,1.553823,-0.3552823,7.993964,238.418,359.9876,-10.05106,1.492079,-0.6059418,351.5366,213.722,44.86467,-10.08466,1.527233,-0.4487097,328.6868,175.3719,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.9907,-9.69901,1.551565,-0.3505087,7.128302,238.2599,-0.003868036,-10.05397,1.492079,-0.6011701,351.5366,213.6992,44.86467,-10.08763,1.527233,-0.4439509,328.6868,175.3491,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
23.99634,-9.704049,1.547958,-0.346267,5.634197,238.2321,0.003764116,-10.05705,1.492079,-0.5960546,351.5366,213.6464,44.86467,-10.09071,1.527233,-0.4395382,328.6868,175.156,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.29827,-9.81919,1.500219,-0.2950358,344.2,233,4.436488E-07,-10.12907,1.492079,-0.5670657,351.5367,206.8768,44.86467,-10.17915,1.527233,-0.4174621,328.6868,168.5397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.00227,-9.70908,1.54406,-0.3428221,3.97991,238.2776,0.007968382,-10.05909,1.492079,-0.5922441,351.5366,213.3743,44.86467,-10.09347,1.527233,-0.4358952,328.6868,174.8839,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.00856,-9.71471,1.539698,-0.3389659,2.125981,238.3283,0.01111322,-10.06136,1.492079,-0.5879788,351.5366,213.0696,44.86467,-10.09656,1.527233,-0.4318173,328.6868,174.5792,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.01388,-9.719713,1.535821,-0.3355398,0.4775763,238.3732,0.0125298,-10.06338,1.492079,-0.5841889,351.5366,212.799,44.86467,-10.09931,1.527233,-0.428194,328.6868,174.3085,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.31494,-9.844154,1.499845,-0.2905045,344,232,-1.33227E-06,-10.13562,1.492079,-0.5574028,351.5367,205.8768,44.86467,-10.18831,1.527233,-0.4086959,328.6868,167.5397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.01996,-9.724382,1.532204,-0.3323421,358.9387,238.4151,0.01268509,-10.06526,1.492079,-0.580652,351.5367,212.5463,44.86467,-10.10187,1.527233,-0.4248126,328.6868,174.0559,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.0258,-9.729864,1.527956,-0.3285882,357.1324,238.4644,0.01142916,-10.06747,1.492079,-0.5764997,351.5367,212.2497,44.86467,-10.10488,1.527233,-0.4208426,328.6868,173.7593,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.03166,-9.735232,1.523798,-0.3249123,355.3649,238.5128,0.008689311,-10.06964,1.492079,-0.5724337,351.5367,211.9593,44.86467,-10.10783,1.527233,-0.4169555,328.6868,173.4689,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.3316,-9.855903,1.499472,-0.2761755,343.8,231,0,-10.1431,1.492079,-0.5471804,351.5366,205.0768,44.86467,-10.19786,1.527233,-0.3992238,328.6868,166.7397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.03799,-9.739965,1.52013,-0.321671,353.8077,238.5555,0.005026464,-10.07155,1.492079,-0.5688481,351.5367,211.7032,44.86467,-10.11042,1.527233,-0.4135275,328.6868,173.2128,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.04351,-9.74606,1.516078,-0.3179433,352.071,238.5106,359.9937,-10.07381,1.492079,-0.5646071,351.5367,211.4003,44.86467,-10.11403,1.527233,-0.4099672,328.6868,172.8842,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.04954,-9.754919,1.514157,-0.3151681,351.1187,237.8506,359.9537,-10.07836,1.492079,-0.5631568,351.5367,210.9829,44.86467,-10.12189,1.527233,-0.4108717,328.6868,172.3599,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.34827,-9.867334,1.499472,-0.2620752,343.8,230.2,4.445378E-07,-10.15072,1.492079,-0.5370634,351.5366,204.2768,44.86467,-10.20754,1.527233,-0.3898857,328.6868,165.9397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.05608,-9.763308,1.512338,-0.3125408,350.2161,237.2242,359.926,-10.08449,1.492079,-0.5636294,351.5367,210.4864,44.86467,-10.12933,1.527233,-0.4117284,328.6868,171.8634,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.06147,-9.773128,1.510208,-0.3094645,349.1585,236.4888,359.9061,-10.09167,1.492079,-0.5641828,351.5367,209.9051,44.86467,-10.13805,1.527233,-0.4127312,328.6868,171.282,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.06742,-9.781734,1.508342,-0.3067684,348.2313,235.8423,359.9001,-10.09797,1.492079,-0.5646679,351.5367,209.3955,44.86467,-10.14568,1.527233,-0.4136102,328.6868,170.7725,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.36493,-9.878643,1.499845,-0.2478621,344,229.4,-4.440901E-07,-10.1577,1.492079,-0.5277078,351.5366,203.2768,44.86467,-10.21708,1.527233,-0.3815441,328.6868,164.9397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.07389,-9.790131,1.506521,-0.3041384,347.3268,235.2094,359.9045,-10.1041,1.492079,-0.565141,351.5367,208.8985,44.86467,-10.15313,1.527233,-0.4144676,328.6868,170.2754,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.07933,-9.799755,1.504434,-0.3011236,346.2903,234.4811,359.9223,-10.11114,1.492079,-0.5656834,351.5367,208.3287,44.86467,-10.16168,1.527233,-0.4154506,328.6868,169.7056,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.3816,-9.89009,1.500595,-0.233247,344.4,228.4,-4.432137E-07,-10.16485,1.492079,-0.5184753,351.5366,202.2768,44.86467,-10.22677,1.527233,-0.3733702,328.6868,163.9397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.08495,-9.807891,1.502669,-0.2985752,345.4146,233.8629,359.9479,-10.11708,1.492079,-0.5661418,351.5367,207.847,44.86467,-10.16889,1.527233,-0.4162815,328.6868,169.224,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.09158,-9.817223,1.500646,-0.2956522,344.4113,233.1506,359.9896,-10.12391,1.492079,-0.5666678,351.5367,207.2947,44.86467,-10.17718,1.527233,-0.4172344,328.6868,168.6717,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.09697,-9.82371,1.500149,-0.2919412,344.1624,232.7374,-0.0008643882,-10.12963,1.492079,-0.5662801,351.5367,206.8087,44.86467,-10.18172,1.527233,-0.4149694,328.6868,168.3047,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.39826,-9.901804,1.501351,-0.2188265,344.8,227.4,0,-10.17055,1.492079,-0.5106137,351.5366,200.8768,44.86467,-10.236,1.527233,-0.3670647,328.6868,162.5397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.10347,-9.828847,1.500069,-0.2884243,344.1198,232.4388,-0.001628838,-10.13194,1.492079,-0.5630786,351.5367,206.5313,44.86467,-10.18475,1.527233,-0.4120269,328.6868,168.0273,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.10962,-9.835423,1.499967,-0.2839227,344.0651,232.0566,-0.00227167,-10.1349,1.492079,-0.5589812,351.5366,206.1762,44.86467,-10.18863,1.527233,-0.4082606,328.6868,167.6722,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.11495,-9.840956,1.499881,-0.2801349,344.0192,231.7348,-0.002518194,-10.13739,1.492079,-0.5555334,351.5366,205.8774,44.86467,-10.19189,1.527233,-0.4050915,328.6868,167.3734,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.41494,-9.91431,1.502113,-0.2040539,345.2,226,4.415354E-07,-10.1789,1.492079,-0.5010662,351.5366,200.0768,44.86467,-10.24635,1.527233,-0.3584449,328.6868,161.7397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.12194,-9.846169,1.4998,-0.276566,343.9758,231.4317,-0.002504971,-10.13973,1.492079,-0.552285,351.5366,205.5959,44.86467,-10.19496,1.527233,-0.4021058,328.6868,167.0919,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.12793,-9.853208,1.499691,-0.2717469,343.9174,231.0221,-0.002108526,-10.1429,1.492079,-0.5478981,351.5366,205.2157,44.86467,-10.19911,1.527233,-0.3980737,328.6868,166.7117,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.13335,-9.85848,1.499609,-0.268137,343.8735,230.7153,-0.001526419,-10.14527,1.492079,-0.5446122,351.5366,204.9309,44.86467,-10.20222,1.527233,-0.3950534,328.6868,166.4269,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
35.43163,-9.9261,1.503266,-0.190093,345.8,225.2,0,-10.18739,1.492079,-0.4916394,351.5366,199.2768,44.86467,-10.25682,1.527233,-0.3499739,328.6868,160.9397,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.14001,-9.863672,1.499529,-0.2645822,343.8304,230.4131,-0.0007147066,-10.1476,1.492079,-0.5413764,351.5366,204.6505,44.86467,-10.20528,1.527233,-0.3920794,328.6868,166.1465,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
24.14582,-9.869504,1.49959,-0.2593532,343.8629,230.0234,0.001500282,-10.1506,1.492079,-0.5372314,351.5366,204.2913,44.86467,-10.20923,1.527233,-0.3885303,328.6868,165.7378,259.1715,False,-10.70029,1.519376,-0.8434362,353.6,192.5998,0,-10.62848,1.5357,-1.2185,336.3249,294.1373,90.30866,-10.92602,1.516,-1.193183,332.6216,83.70567,276.2741,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
